TGS2600,TGS2602,TGS2611,TGS2620,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
27.22,27.28,17.65,35.41,38.08,40.6,38.19,37.6,38.31,35.63,38.03,40.6,41.3705978394,1.9958600998,144.5471038818,0.0647,32
27.2,27.2,17.65,35.47,38.08,40.6,38.19,37.6,38.31,35.63,38.03,40.6,41.3705978394,1.9958600998,144.5471038818,0.0647,33
26.88,27.17,17.6,35.38,38.08,40.6,38.19,37.6,38.31,35.63,38.03,40.6,41.3705978394,1.9958600998,144.5471038818,0.0647,34
27.54,27.18,17.56,35.19,38.08,40.6,38.19,37.6,38.31,35.63,38.03,40.6,41.3705978394,1.9958600998,144.5471038818,0.0647,35
27.81,27.25,17.57,35.1,38.08,40.6,38.19,37.6,38.31,35.63,38.03,40.6,41.3705978394,1.9958600998,144.5471038818,0.0647,36
27.3,27.32,17.71,35.34,38.08,40.6,38.19,37.6,38.31,35.63,38.03,40.6,41.3705978394,1.9958600998,144.5471038818,0.0647,37
26.92,27.33,17.76,35.4,38.08,40.6,38.19,37.6,38.31,35.63,38.03,40.6,41.3705978394,1.9958600998,144.5471038818,0.0647,38
27.19,27.26,17.75,35.47,38.08,40.6,38.19,37.6,38.31,35.63,38.03,40.6,41.3705978394,1.9958600998,144.5471038818,0.0647,39
27.66,27.4,17.73,35.24,38.09,40.54,38.19,37.5,38.34,35.5,38.02,40.54,41.3705978394,1.9958605766,144.5299987793,0.0671,39
28.11,27.4,17.71,35.1,38.09,40.54,38.19,37.5,38.34,35.5,38.02,40.54,41.3705978394,1.9958605766,144.5299987793,0.0671,40.25
28.04,27.34,17.56,34.89,38.09,40.54,38.19,37.5,38.34,35.5,38.02,40.54,41.3705978394,1.9958605766,144.5299987793,0.0671,41.5
28.04,27.3,17.73,35.37,38.09,40.54,38.19,37.5,38.34,35.5,38.02,40.54,41.3705978394,1.9958605766,144.5299987793,0.0671,42.75
28.12,27.38,17.72,35.2,38.09,40.54,38.19,37.5,38.34,35.5,38.02,40.54,41.3705978394,1.9958605766,144.5299987793,0.0671,44
28.1,27.46,17.77,35.3,38.09,40.54,38.19,37.5,38.34,35.5,38.02,40.54,41.3705978394,1.9958605766,144.5299987793,0.0671,45.25
28.08,27.42,17.7,34.97,38.09,40.54,38.19,37.5,38.34,35.5,38.02,40.54,41.3705978394,1.9958605766,144.5299987793,0.0671,46.5
27.09,27.2,17.65,34.84,38.09,40.54,38.19,37.5,38.34,35.5,38.02,40.54,41.3705978394,1.9958605766,144.5299987793,0.0671,47.75
27.12,27.28,17.67,34.88,38.09,40.5,38.22,37.42,38.38,35.37,38.02,40.5,41.3705978394,1.995860219,144.5157012939,0.0597,47.75
