SGP1,SGP2,ENS1,ENS2,ENS3,ENS4,BME,SCD,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
50.23,5.59,196.92,179.25,0,824.31,116.39,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,-7
50.21,5.58,163.89,173.53,0,745.23,119.1,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,-6
50.13,5.58,179.02,178.95,0,810.21,113.51,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,-5
50.06,5.58,185.84,182.38,0,786.96,125.98,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,-4
50.33,5.58,191.08,174.76,0,735.95,120.68,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,-3
50.21,5.58,192.05,171.83,0,768.28,116.63,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,-2
50.35,5.58,193.68,181.58,0,829.07,118.42,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,-1
50.22,5.58,195.12,178.65,0,798.77,114.13,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,0
50.33,5.58,195.01,175.71,0,836.96,116.27,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,1
50.2,5.58,197.61,172.12,0,755.9,120.11,451,750.98,128,23.5,44.01,23.5,42.71,23.53,43.37,41.3705940247,1.9958686829,144.9855957031,0.0434,2
50.21,5.57,196.92,184.61,0,758.97,120.89,453,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,2
50.16,5.58,164.05,177.99,0,827.95,117.86,453,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,3
50.4,5.58,179.96,181.15,0,772.19,124.58,453,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,4
50.46,5.57,186.05,171.83,0,814.33,115.8,453,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,5
50.51,5.58,186.86,181.45,0,864.31,125.05,453,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,6
50.45,5.58,194.68,185.24,0,714.84,113.7,452,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,7
50.2,5.57,193.79,183.99,0,787.23,117.78,452,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,8
50.24,5.57,195.9,181.39,0,701.42,116.98,452,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,9
50.24,5.56,197.38,180.9,0,788.56,119.3,452,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,10
50.27,5.57,198.41,180.53,0,732.23,136.5,452,750.98,128,23.52,43.7,23.55,42.37,23.53,42.95,41.3705940247,1.9958696365,144.9971923828,0.0604,11
45.93,7.19,163.74,159.18,0,786.7,121.21,416,750.98,128,23.64,43.19,23.62,41.8,23.62,42.39,41.3705940247,1.9958696365,145.0032043457,0.0497,11
45.96,7.19,143.86,159.18,0,722.87,128.65,416,750.98,128,23.64,43.19,23.62,41.8,23.62,42.39,41.3705940247,1.9958696365,145.0032043457,0.0497,11.3870967741935
45.95,7.18,159.45,159.82,0,725.08,124.33,461,750.98,128,23.64,43.19,23.62,41.8,23.62,42.39,41.3705940247,1.9958696365,145.0032043457,0.0497,11.7741935483871
