H2SH,H2SL,NH3,PIDmV,PIDppm,T1,RH1,T2,RH2,LAT,LONG,ALT,ACC,t
-0.49,-0.31,0.15,25,2.18,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,-7
-0.4,-0.31,0.15,26,2.18,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,-6
-0.3,-0.31,0.16,26,2.09,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,-5
-0.3,-0.33,0.16,28,2.27,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,-4
-0.49,-0.29,0.16,26,2.18,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,-3
-0.4,-0.29,0.16,25,2.18,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,-2
-0.4,-0.29,0.16,27,2.27,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,-1
-0.49,-0.31,0.15,26,2.27,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,0
-0.4,-0.27,0.15,26,2.18,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,1
-0.59,-0.33,0.15,26,2.18,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,2
-0.4,-0.31,0.16,26,2.27,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,3
-0.4,-0.25,0.16,26,2.18,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,4
-0.59,-0.31,0.16,26,2.18,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,5
-0.4,-0.29,0.15,26,2.27,23.98,42.42,23.03,48.44,41.3705940247,1.9958685637,144.9980010986,0.0449,6
