TGS2600,TGS2602,TGS2611,TGS2620,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
23.82,17.78,10.55,40.75,33.47,44.48,33.53,41.5,33.64,39.35,33.38,44.48,41.3705978394,1.9958610535,143.708404541,0.0846,37
23.77,17.8,10.55,40.53,33.47,44.48,33.53,41.5,33.64,39.35,33.38,44.48,41.3705978394,1.9958610535,143.708404541,0.0846,38
23.61,17.8,10.57,40.7,33.47,44.48,33.53,41.5,33.64,39.35,33.38,44.48,41.3705978394,1.9958610535,143.708404541,0.0846,39
23.88,17.77,10.51,40.34,33.47,44.48,33.53,41.5,33.64,39.35,33.38,44.48,41.3705978394,1.9958610535,143.708404541,0.0846,40
23.08,17.72,10.55,41,33.47,44.48,33.53,41.5,33.64,39.35,33.38,44.48,41.3705978394,1.9958610535,143.708404541,0.0846,41
23.4,17.73,10.54,40.72,33.47,44.48,33.53,41.5,33.64,39.35,33.38,44.48,41.3705978394,1.9958610535,143.708404541,0.0846,42
23.41,17.79,10.57,40.79,33.47,44.48,33.53,41.5,33.64,39.35,33.38,44.48,41.3705978394,1.9958610535,143.708404541,0.0846,43
24.01,17.82,10.53,40.28,33.47,44.48,33.53,41.5,33.64,39.35,33.38,44.48,41.3705978394,1.9958610535,143.708404541,0.0846,44
23.02,17.79,10.54,40.17,33.47,44.5,33.53,41.54,33.62,39.33,33.38,44.5,41.3705940247,1.9958559275,144.0762939453,0.0867,44
23.5,17.83,10.58,40.34,33.47,44.5,33.53,41.54,33.62,39.33,33.38,44.5,41.3705940247,1.9958559275,144.0762939453,0.0867,45.25
23.26,18,10.65,40.87,33.47,44.5,33.53,41.54,33.62,39.33,33.38,44.5,41.3705940247,1.9958559275,144.0762939453,0.0867,46.5
23.82,17.95,10.64,40.62,33.47,44.5,33.53,41.54,33.62,39.33,33.38,44.5,41.3705940247,1.9958559275,144.0762939453,0.0867,47.75
23.92,17.97,10.62,40.28,33.47,44.5,33.53,41.54,33.62,39.33,33.38,44.5,41.3705940247,1.9958559275,144.0762939453,0.0867,49
23.92,17.99,10.65,40.41,33.47,44.5,33.53,41.54,33.62,39.33,33.38,44.5,41.3705940247,1.9958559275,144.0762939453,0.0867,50.25
23.17,17.86,10.59,40.22,33.47,44.5,33.53,41.54,33.62,39.33,33.38,44.5,41.3705940247,1.9958559275,144.0762939453,0.0867,51.5
23.2,17.84,10.6,40.35,33.47,44.5,33.53,41.54,33.62,39.33,33.38,44.5,41.3705940247,1.9958559275,144.0762939453,0.0867,52.75
23.77,18.05,10.65,40.86,33.52,44.47,33.55,41.46,33.69,39.3,33.42,44.47,41.3705940247,1.9958574772,144.1309967041,0.0933,52.75
23.57,17.99,10.64,40.78,33.52,44.47,33.55,41.46,33.69,39.3,33.42,44.47,41.3705940247,1.9958574772,144.1309967041,0.0933,54
23.74,17.84,10.62,40.59,33.52,44.47,33.55,41.46,33.69,39.3,33.42,44.47,41.3705940247,1.9958574772,144.1309967041,0.0933,55.25
24.2,18.01,10.64,40.05,33.52,44.47,33.55,41.46,33.69,39.3,33.42,44.47,41.3705940247,1.9958574772,144.1309967041,0.0933,56.5
24.29,18.05,10.67,40.06,33.52,44.47,33.55,41.46,33.69,39.3,33.42,44.47,41.3705940247,1.9958574772,144.1309967041,0.0933,57.75
23.94,17.98,10.65,40.51,33.52,44.47,33.55,41.46,33.69,39.3,33.42,44.47,41.3705940247,1.9958574772,144.1309967041,0.0933,59
23.8,17.95,10.66,40.61,33.52,44.47,33.55,41.46,33.69,39.3,33.42,44.47,41.3705940247,1.9958574772,144.1309967041,0.0933,60.25
23.93,17.94,10.65,40.67,33.52,44.47,33.55,41.46,33.69,39.3,33.42,44.47,41.3705940247,1.9958574772,144.1309967041,0.0933,61.5
23.65,18.03,10.72,40.65,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,61.5
24.29,18.16,10.74,40.59,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,62.6111111111111
24.19,18.19,10.71,40.1,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,63.7222222222222
24.22,18.06,10.69,40.29,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,64.8333333333333
23.72,18.09,10.76,40.83,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,65.9444444444444
23.79,18.1,10.76,40.68,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,67.0555555555556
24.23,18.12,10.78,40.67,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,68.1666666666667
24.06,18.23,10.74,40.08,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,69.2777777777778
24.03,18.27,10.77,40.15,33.55,44.46,33.59,41.51,33.73,39.33,33.45,44.46,41.3705940247,1.9958583117,144.2243041992,0.0751,70.3888888888889
23.72,18.23,10.78,40.67,33.56,44.4,33.59,41.43,33.75,39.29,33.47,44.4,41.3705940247,1.9958587885,144.1856994629,0.074,70.3888888888889
23.82,18.29,10.81,40.61,33.56,44.4,33.59,41.43,33.75,39.29,33.47,44.4,41.3705940247,1.9958587885,144.1856994629,0.074,71.6388888888889
23.64,18.27,10.81,40.75,33.56,44.4,33.59,41.43,33.75,39.29,33.47,44.4,41.3705940247,1.9958587885,144.1856994629,0.074,72.8888888888889
23.83,18.16,10.75,40.44,33.56,44.4,33.59,41.43,33.75,39.29,33.47,44.4,41.3705940247,1.9958587885,144.1856994629,0.074,74.1388888888889
24.01,18.2,10.74,40.28,33.56,44.4,33.59,41.43,33.75,39.29,33.47,44.4,41.3705940247,1.9958587885,144.1856994629,0.074,75.3888888888889
23.58,18.28,10.84,40.4,33.56,44.4,33.59,41.43,33.75,39.29,33.47,44.4,41.3705940247,1.9958587885,144.1856994629,0.074,76.6388888888889
