SGP1,SGP2,ENS1,ENS2,ENS3,ENS4,BME,SCD,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
54.28,5.41,263.71,238.93,0,1217.37,140.54,654,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,30
54.3,5.41,222.46,256.96,0,1202.22,134.49,654,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,31
54.34,5.41,245.33,248.07,0,1176.06,138.79,654,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,32
54.52,5.41,255.04,227.64,0,1182.44,141.2,654,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,33
54.24,5.41,256,242.02,0,1173.27,142.55,653,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,34
54.38,5.41,259.11,233.57,0,1155.54,128.31,653,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,35
54.3,5.41,260.29,243.58,0,1192.09,124.25,653,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,36
54.33,5.41,262.09,253.59,0,1139.23,144.49,653,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,37
54.15,5.41,263.31,238.6,0,1178.05,147.6,653,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,38
54.28,5.41,265.97,236.27,0,1260.98,141.92,655,750.98,128,27.2,38.64,27.2,37.17,27.25,37.72,41.3705940247,1.9958726168,145.8692932129,0.0141,39
54.03,5.41,265.77,234.04,0,1166.94,136.97,655,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,39
53.98,5.41,224.07,227.1,0,1090.19,128.96,655,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,39.8888888888889
54.16,5.41,244.1,232.54,0,1239.82,132.95,655,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,40.7777777777778
53.9,5.41,251.29,235.79,0,1075.17,131.07,655,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,41.6666666666667
53.94,5.41,255.62,230.82,0,1093.52,137.62,654,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,42.5555555555556
54.02,5.41,256.38,231.13,0,1079.91,130.41,654,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,43.4444444444444
53.88,5.41,257.74,217.32,0,1130.01,137.94,654,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,44.3333333333333
53.81,5.41,259.9,228.25,0,1224.81,136.88,654,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,45.2222222222222
53.81,5.41,261.29,248.49,0,1141.55,126.67,655,750.98,128,27.2,38.53,27.2,37.04,27.25,37.51,41.3705940247,1.9958726168,145.8598022461,0.0141,46.1111111111111
53.8,5.41,261.09,232.78,0,1106.92,142.98,655,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,46.1111111111111
53.83,5.41,221.31,222.84,0,1206.7,128.39,655,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,47.1111111111111
53.61,5.41,243.06,226.87,0,1065.03,144.1,655,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,48.1111111111111
53.86,5.41,251.47,216,0,1119.73,136.27,654,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,49.1111111111111
53.76,5.41,252.59,224.27,0,1192.49,131.25,654,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,50.1111111111111
53.58,5.41,255.43,215.2,0,1037.63,138.13,654,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,51.1111111111111
53.93,5.41,257.74,241.45,0,1270.83,130.89,654,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,52.1111111111111
53.86,5.4,259.5,223.67,0,1054.98,135.26,654,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,53.1111111111111
53.7,5.41,260.49,254.19,0,1121.25,135.4,654,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,54.1111111111111
54.11,5.41,264.94,245.57,0,1247.4,136.92,649,750.98,128,27.25,38.21,27.2,36.62,27.25,37.15,41.3705940247,1.995872736,145.837097168,0.0141,55.1111111111111
54.93,5.43,270.83,263.66,0,1145.03,133.44,649,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,55.1111111111111
54.86,5.43,241,247.74,0,1219.43,141.16,649,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,56
55.04,5.43,260.49,252.56,0,1282.07,149.72,650,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,56.8888888888889
54.83,5.44,266.6,252.39,0,1316.36,145.18,650,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,57.7777777777778
55.14,5.44,269.33,259.5,0,1242.34,142.6,650,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,58.6666666666667
55.42,5.45,270.4,272,0,1271.26,144.59,650,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,59.5555555555556
55.43,5.45,276.31,252.73,0,1362.6,143.81,650,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,60.4444444444444
55.13,5.45,276.53,267.16,0,1260.13,129.22,650,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,61.3333333333333
55.44,5.45,276.53,264.28,0,1345.19,140.44,652,750.98,128,27.25,38.13,27.23,36.64,27.27,37.13,41.3705940247,1.995872736,145.8358001709,0.0141,62.2222222222222
55.1,5.45,273.87,243.42,0,1290.34,148.76,652,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,62.2222222222222
55.31,5.45,228.26,251.03,0,1203.44,130.54,652,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,63.2222222222222
55.04,5.45,248.72,269.79,0,1223.98,138.83,651,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,64.2222222222222
55.17,5.45,255.81,238.93,0,1316.81,135.63,651,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,65.2222222222222
55.06,5.45,257.16,268.34,0,1197.75,132.36,651,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,66.2222222222222
54.89,5.45,260.49,248.16,0,1255.87,129.57,651,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,67.2222222222222
55,5.45,262.09,265.27,0,1236.89,135.81,651,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,68.2222222222222
55.13,5.45,262.7,254.71,0,1164.57,131.56,651,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,69.2222222222222
55.15,5.46,262.7,245.65,0,1285.11,130.32,653,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,70.2222222222222
55.13,5.45,265.56,262.23,0,1228.13,134.17,653,750.98,128,27.23,38.29,27.27,36.78,27.3,37.27,41.3705940247,1.995872736,145.8565063477,0.0141,71.2222222222222
54.89,5.46,263.71,239.25,0,1225.63,145.08,653,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,71.2222222222222
54.82,5.45,221.31,239.9,0,1213.66,132.19,653,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,72.1111111111111
54.87,5.45,240.66,246.23,0,1281.2,121.13,644,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,73
54.9,5.45,251.1,236.11,0,1232.71,134.49,644,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,73.8888888888889
54.81,5.45,252.59,248.58,0,1237.72,131.12,644,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,74.7777777777778
54.73,5.45,252.59,249.08,0,1249.93,144.1,644,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,75.6666666666667
54.92,5.45,257.35,258.88,0,1235.21,129.35,644,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,76.5555555555556
54.73,5.45,258.91,237.96,0,1333.85,130.41,642,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,77.4444444444445
54.63,5.45,261.29,252.56,0,1221.91,134.67,642,750.98,128,27.23,38.23,27.23,36.7,27.3,37.21,41.3705940247,1.9958728552,145.8224945068,0.0141,78.3333333333333
54.5,5.45,260.49,245.98,0,1295.15,137.48,642,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,78.3333333333333
54.58,5.45,218.76,242.84,0,1225.63,141.01,642,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,79.3333333333333
54.45,5.45,240.66,236.99,0,1248.24,131.92,637,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,80.3333333333333
54.24,5.45,248.91,236.51,0,1206.7,144.78,637,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,81.3333333333333
54.47,5.45,252.22,243.09,0,1133.46,144.44,637,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,82.3333333333333
54.41,5.45,252.96,236.27,0,1193.7,146.26,637,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,83.3333333333333
54.68,5.45,255.04,248.75,0,1224.39,138.27,637,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,84.3333333333333
54.47,5.45,257.74,233.89,0,1194.11,135.22,637,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,85.3333333333333
54.32,5.45,258.91,240.39,0,1258.42,147.6,636,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,86.3333333333333
54.42,5.45,260.69,240.06,0,1210.38,139.97,636,750.98,128,27.25,38.4,27.27,36.89,27.3,37.38,41.3705940247,1.995872736,145.8433990479,0.0141,87.3333333333333
54.32,5.45,263.71,231.13,0,1209.97,134.12,639,750.98,128,27.3,38.27,27.27,36.78,27.33,37.31,41.3705940247,1.9958728552,145.8352966309,0.0141,87.3333333333333
54.5,5.46,224.66,241.86,0,1157.5,133.22,639,750.98,128,27.3,38.27,27.27,36.78,27.33,37.31,41.3705940247,1.9958728552,145.8352966309,0.0141,88.2222222222222
54.61,5.46,245.15,252.73,0,1266.11,134.67,639,750.98,128,27.3,38.27,27.27,36.78,27.33,37.31,41.3705940247,1.9958728552,145.8352966309,0.0141,89.1111111111111
54.57,5.46,253.72,237.07,0,1170.1,136.09,639,750.98,128,27.3,38.27,27.27,36.78,27.33,37.31,41.3705940247,1.9958728552,145.8352966309,0.0141,90
54.71,5.46,254.66,240.06,0,1277.73,129.79,639,750.98,128,27.3,38.27,27.27,36.78,27.33,37.31,41.3705940247,1.9958728552,145.8352966309,0.0141,90.8888888888889
54.64,5.45,256.38,251.03,0,1187.66,153.31,639,750.98,128,27.3,38.27,27.27,36.78,27.33,37.31,41.3705940247,1.9958728552,145.8352966309,0.0141,91.7777777777778
54.57,5.45,257.74,238.52,0,1246.55,135.03,638,750.98,128,27.3,38.27,27.27,36.78,27.33,37.31,41.3705940247,1.9958728552,145.8352966309,0.0141,92.6666666666667
