SGP1,SGP2,ENS1,ENS2,ENS3,ENS4,BME,SCD,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
50.2,5.24,253.34,190.19,0,926.41,136.09,547,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,19
50.01,5.24,213.29,193.96,0,928.61,141.4,547,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,20
50.27,5.24,236.16,190.45,0,941.58,139.73,547,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,21
50.25,5.24,243.93,185.93,0,933.33,135.68,547,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,22
50.27,5.24,246.75,204.2,0,873.43,145.62,547,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,23
50.5,5.24,250.55,188.02,0,908.09,138.46,547,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,24
50.49,5.25,252.59,192.46,0,850.1,123.28,547,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,25
50.65,5.25,252.78,205.8,0,915.19,139.35,549,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,26
50.47,5.25,255.04,188.78,0,959.27,140.44,549,750.98,128,29.8,35.61,29.8,33.7,29.83,34.09,41.3705978394,1.9958616495,145.5153961182,0.0477,27
50.51,5.24,256.19,195.08,0,984.93,152.79,554,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,27
50.65,5.25,216.26,193.9,0,915.19,140.54,554,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,27.6666666666667
50.6,5.25,236.82,195.81,0,823.48,143.61,554,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,28.3333333333333
50.5,5.24,245.15,204,0,1024.72,138.46,554,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,29
50.78,5.25,247.46,191.42,0,901.05,144.69,554,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,29.6666666666667
50.7,5.24,250,181.88,0,962.85,142.11,554,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,30.3333333333333
50.85,5.25,251.29,185.18,0,982.6,134.85,554,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,31
50.79,5.25,253.72,203.58,0,1003.78,139.82,560,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,31.6666666666667
50.84,5.25,252.96,192.2,0,855,131.25,560,750.98,128,29.83,35.69,29.84,33.74,29.89,34.07,41.3705978394,1.9958617687,145.5639953613,0.0469,32.3333333333333
