H2SH,H2SL,NH3,PIDmV,PIDppm,T1,RH1,T2,RH2,LAT,LONG,ALT,ACC,t
0.18,-0.19,0.18,24,2.09,32.77,30.09,32.33,36.78,41.3695030212,1.9970052242,145.1239013672,0.1422,106.987012987013
0.37,-0.21,0.18,25,2.09,32.77,30.09,32.33,36.78,41.3695030212,1.9970052242,145.1239013672,0.1422,107.65367965368
0.18,-0.19,0.17,24,2.09,32.77,30.09,32.33,36.78,41.3695030212,1.9970052242,145.1239013672,0.1422,108.320346320346
0.18,-0.21,0.18,25,2,32.77,30.09,32.33,36.78,41.3695030212,1.9970052242,145.1239013672,0.1422,108.987012987013
0.28,-0.21,0.18,24,2.09,32.77,30.09,32.33,36.78,41.3695030212,1.9970052242,145.1239013672,0.1422,109.65367965368
0.18,-0.19,0.18,25,2,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,109.65367965368
0.18,-0.21,0.18,25,2.09,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,110.225108225108
0.37,-0.21,0.18,26,2.18,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,110.796536796537
0.37,-0.19,0.18,25,2.09,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,111.367965367965
0.37,-0.21,0.18,24,2,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,111.939393939394
0.28,-0.21,0.18,26,2.18,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,112.510822510823
0.28,-0.19,0.18,25,2,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,113.082251082251
0.37,-0.21,0.18,24,2.09,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,113.65367965368
0.28,-0.21,0.18,25,2,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,114.225108225108
0.47,-0.21,0.18,24,2,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,114.796536796537
0.37,-0.21,0.18,23,2,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,115.367965367965
0.28,-0.23,0.18,24,2.09,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,115.939393939394
0.37,-0.25,0.18,23,2.09,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,116.510822510823
0.37,-0.21,0.18,24,2.09,32.8,30.18,32.31,36.87,41.3695030212,1.9970054626,145.37109375,0.1423,117.082251082251
0.37,-0.21,0.18,24,2.09,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,117.082251082251
0.37,-0.21,0.18,26,2.18,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,117.796536796537
0.28,-0.25,0.18,24,2.09,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,118.510822510823
0.37,-0.23,0.18,24,2.09,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,119.225108225108
0.47,-0.23,0.18,25,2.18,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,119.939393939394
0.37,-0.23,0.18,25,2.09,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,120.65367965368
0.37,-0.21,0.18,25,2.09,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,121.367965367965
0.37,-0.25,0.18,24,2.09,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,122.082251082251
0.47,-0.17,0.18,24,2,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,122.796536796537
0.47,-0.19,0.19,24,2.09,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,123.510822510823
0.28,-0.19,0.18,24,2,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,124.225108225108
0.28,-0.21,0.19,26,2.18,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,124.939393939394
0.28,-0.19,0.18,24,2.18,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,125.65367965368
0.47,-0.25,0.18,23,2,32.77,30.25,32.34,36.97,41.3695030212,1.9970092773,145.858795166,0.1316,126.367965367965
