TGS2600,TGS2602,TGS2611,TGS2620,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
0.01,31.23,14.31,39.85,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,33
0.01,31.29,14.31,39.9,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,28.3333333333333
0.01,31.38,14.28,39.61,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,23.6666666666667
0.01,31.33,14.28,39.98,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,19
0.01,31.1,14.25,39.53,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,14.3333333333333
0.01,31.01,14.22,39.49,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,9.66666666666667
0.01,31.32,14.26,40,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,5
0.01,31.15,14.23,39.55,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,0.333333333333334
0.01,31.04,14.33,40.03,23.52,53.39,23.52,53.32,23.55,51.95,23.39,53.39,41.3730239868,1.9910601377,87.9841003418,0.0141,-4.33333333333333
0.01,31.24,14.25,39.66,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,-4.33333333333333
0.01,31.11,14.23,39.45,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,3.44444444444444
0.01,31.07,14.31,39.99,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,11.2222222222222
0.01,31.27,14.34,39.93,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,19
0.01,31.09,14.26,39.49,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,26.7777777777778
0.01,31.06,14.27,39.67,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,34.5555555555556
0.01,31.31,14.35,40.25,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,42.3333333333333
0.01,31.03,14.26,39.53,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,50.1111111111111
0.01,31.38,14.32,39.88,23.56,53.35,23.58,53.26,23.62,51.94,23.44,53.35,41.3730239868,1.991060257,87.9776000977,0.0141,57.8888888888889
0.01,31.05,14.25,39.66,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,57.8888888888889
0.01,31.01,14.28,39.74,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,59
0.01,31.32,14.34,40.23,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,60.1111111111111
0.01,31.23,14.27,39.89,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,61.2222222222222
0.01,31.16,14.24,39.68,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,62.3333333333333
0.01,30.99,14.27,39.97,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,63.4444444444444
0.01,31.37,14.35,40.28,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,64.5555555555555
0.01,31.34,14.36,39.65,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,65.6666666666667
0.01,31.08,14.3,39.83,23.58,53.26,23.64,53.29,23.69,52.01,23.48,53.26,41.3730239868,1.9910601377,87.9655990601,0.0141,66.7777777777778
0.01,31.35,14.36,39.94,23.66,53.21,23.67,53.17,23.7,51.92,23.53,53.21,41.3730239868,1.9910600185,87.9515991211,0.0141,66.7777777777778
0.01,31.2,14.31,39.81,23.66,53.21,23.67,53.17,23.7,51.92,23.53,53.21,41.3730239868,1.9910600185,87.9515991211,0.0141,68.0277777777778
0.01,31.32,14.27,39.66,23.66,53.21,23.67,53.17,23.7,51.92,23.53,53.21,41.3730239868,1.9910600185,87.9515991211,0.0141,69.2777777777778
0.01,31.08,14.34,40.28,23.66,53.21,23.67,53.17,23.7,51.92,23.53,53.21,41.3730239868,1.9910600185,87.9515991211,0.0141,70.5277777777778
0.01,31.11,14.38,40.37,23.66,53.21,23.67,53.17,23.7,51.92,23.53,53.21,41.3730239868,1.9910600185,87.9515991211,0.0141,71.7777777777778
0.01,31.21,14.36,40.27,23.66,53.21,23.67,53.17,23.7,51.92,23.53,53.21,41.3730239868,1.9910600185,87.9515991211,0.0141,73.0277777777778
0.01,31.14,14.27,39.89,23.66,53.21,23.67,53.17,23.7,51.92,23.53,53.21,41.3730239868,1.9910600185,87.9515991211,0.0141,74.2777777777778
0.01,30.99,14.33,39.74,23.66,53.21,23.67,53.17,23.7,51.92,23.53,53.21,41.3730239868,1.9910600185,87.9515991211,0.0141,75.5277777777778
0.01,31.31,14.36,39.96,23.73,52.99,23.75,52.78,23.8,51.46,23.62,52.99,41.3730239868,1.9910598993,87.9571990967,0.0141,75.5277777777778
0.01,31.24,14.32,40.07,23.73,52.99,23.75,52.78,23.8,51.46,23.62,52.99,41.3730239868,1.9910598993,87.9571990967,0.0141,77.7777777777778
0.01,31.05,14.28,39.99,23.73,52.99,23.75,52.78,23.8,51.46,23.62,52.99,41.3730239868,1.9910598993,87.9571990967,0.0141,80.0277777777778
0.01,31.09,14.37,40.49,23.73,52.99,23.75,52.78,23.8,51.46,23.62,52.99,41.3730239868,1.9910598993,87.9571990967,0.0141,82.2777777777778
0.01,31.28,14.39,40.29,23.73,52.99,23.75,52.78,23.8,51.46,23.62,52.99,41.3730239868,1.9910598993,87.9571990967,0.0141,84.5277777777778
0.01,31.12,14.32,40,23.73,52.99,23.75,52.78,23.8,51.46,23.62,52.99,41.3730239868,1.9910598993,87.9571990967,0.0141,86.7777777777778
0.01,31.01,14.35,40.15,23.73,52.99,23.75,52.78,23.8,51.46,23.62,52.99,41.3730239868,1.9910598993,87.9571990967,0.0141,89.0277777777778
0.01,31,14.29,40.07,23.73,52.99,23.75,52.78,23.8,51.46,23.62,52.99,41.3730239868,1.9910598993,87.9571990967,0.0141,91.2777777777778
0.01,31.01,14.36,40.28,23.78,53.01,23.81,53.03,23.86,51.77,23.66,53.01,41.373008728,1.9910281897,88.4562988281,0.4059,91.2777777777778
0.01,30.94,14.31,40.18,23.78,53.01,23.81,53.03,23.86,51.77,23.66,53.01,41.373008728,1.9910281897,88.4562988281,0.4059,92.5277777777778
0.01,31.09,14.4,40.76,23.78,53.01,23.81,53.03,23.86,51.77,23.66,53.01,41.373008728,1.9910281897,88.4562988281,0.4059,93.7777777777778
0.01,31.29,14.37,40.51,23.78,53.01,23.81,53.03,23.86,51.77,23.66,53.01,41.373008728,1.9910281897,88.4562988281,0.4059,95.0277777777778
